SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
99724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281168,0.0,Cash loans,F,N,Y,0.0,67500.0,533668.5,21294.0,477000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,60.41917808219178,-1000.6657534246575,-12282.0,-4126.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,MONDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,0.892710092334256,0.1449696719161918,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-418.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221187,0.0,Cash loans,F,N,Y,0.0,72000.0,370629.0,13311.0,306000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,61.24657534246575,-1000.6657534246575,-12382.0,-4227.0,,1.0,0.0,0.0,1.0,1.0,0.0,,2.0,2.0,2.0,WEDNESDAY,8.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,,0.3139692651452145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2050.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
96200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130970,0.0,Cash loans,F,N,Y,0.0,90000.0,316125.0,20200.5,261000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.016612,37.88219178082192,2.408219178082192,-4905.0,-4922.0,,1.0,1.0,0.0,1.0,1.0,0.0,Laborers,1.0,2.0,2.0,SUNDAY,15.0,0.0,0.0,0.0,0.0,1.0,1.0,Industry: type 3,,0.5100650784576283,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232328,0.0,Cash loans,M,N,Y,0.0,157500.0,780363.0,52492.5,697500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,47.24109589041096,8.638356164383561,-9814.0,-706.0,,1.0,1.0,0.0,1.0,1.0,0.0,High skill tech staff,1.0,1.0,1.0,TUESDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 1,0.5018082818490984,0.7018912641686951,,0.1786,0.1108,0.9767,0.6872,,0.1732,0.1638,0.3333,0.375,0.027,0.1807,0.1546,0.0039,0.1163,0.2269,0.0328,0.9772,0.6994,,0.2417,0.2069,0.3333,0.375,0.0276,0.1974,0.0262,0.0039,0.0076,0.2248,0.1503,0.9771,0.6914,,0.24,0.2069,0.3333,0.375,0.0275,0.1838,0.1888,0.0039,0.062,reg oper account,block of flats,0.1723,Panel,No,9.0,0.0,9.0,0.0,-260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
288528,0.0,Cash loans,F,N,Y,0.0,112500.0,808650.0,23643.0,675000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.01885,44.78356164383562,18.17808219178082,-5802.0,-4663.0,,1.0,1.0,1.0,1.0,0.0,0.0,Core staff,1.0,2.0,2.0,WEDNESDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,School,,0.5325385303842305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2276.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
51332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283423,0.0,Cash loans,F,N,N,0.0,90000.0,302206.5,13311.0,229500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.006852,26.153424657534245,3.2739726027397262,-4055.0,-507.0,,1.0,1.0,0.0,1.0,0.0,0.0,Medicine staff,1.0,3.0,3.0,FRIDAY,12.0,0.0,0.0,0.0,0.0,1.0,1.0,Business Entity Type 3,0.2104784666371062,0.3706654937430945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-906.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123930,0.0,Cash loans,F,N,Y,0.0,56610.0,56034.0,5589.0,49500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.002042,67.75068493150685,-1000.6657534246575,-1397.0,-4325.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,3.0,3.0,SUNDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,XNA,,0.5926965450000069,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-628.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
87194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213078,0.0,Cash loans,M,N,N,0.0,112500.0,442791.0,34983.0,400500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,37.59452054794521,17.161643835616438,-6273.0,-4206.0,,1.0,1.0,1.0,1.0,0.0,0.0,Laborers,1.0,2.0,2.0,TUESDAY,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 2,0.3963120430350348,0.7679469622776007,0.4170996682522097,0.0773,0.0693,0.9771,,,0.0,0.1379,0.1667,,0.079,,0.0636,,0.023,0.0788,0.0719,0.9772,,,0.0,0.1379,0.1667,,0.0808,,0.0663,,0.0244,0.0781,0.0693,0.9771,,,0.0,0.1379,0.1667,,0.0804,,0.0647,,0.0235,,block of flats,0.0594,Panel,No,0.0,0.0,0.0,0.0,-1427.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254615,0.0,Cash loans,F,N,Y,0.0,135000.0,315666.0,22446.0,292500.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.028663,52.131506849315066,17.186301369863013,-6361.0,-2568.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,2.0,MONDAY,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Medicine,0.6957222258614377,0.3505966170813879,0.6479768603302221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2533.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252370,0.0,Cash loans,F,N,Y,0.0,81000.0,152820.0,15016.5,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,53.61643835616438,35.57260273972603,-7292.0,-2931.0,,1.0,1.0,0.0,1.0,0.0,0.0,Core staff,2.0,2.0,2.0,WEDNESDAY,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Postal,,0.162144567666238,0.7295666907060153,0.0165,0.0242,0.9896,,,0.0,0.0345,0.125,,,,0.0176,,,0.0168,0.0251,0.9896,,,0.0,0.0345,0.125,,,,0.0183,,,0.0167,0.0242,0.9896,,,0.0,0.0345,0.125,,,,0.0179,,,,block of flats,0.0197,"Stone, brick",No,4.0,4.0,4.0,4.0,-1942.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112065,0.0,Cash loans,M,Y,N,2.0,202500.0,450000.0,21649.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0145199999999999,26.01095890410959,2.5287671232876714,-1027.0,-2127.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,4.0,2.0,2.0,THURSDAY,12.0,0.0,1.0,1.0,0.0,1.0,1.0,Construction,0.1799351319685666,0.4847430489231654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
210260,0.0,Cash loans,F,N,Y,0.0,135000.0,675000.0,28728.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.028663,54.63835616438356,1.4876712328767123,-4392.0,-2956.0,,1.0,1.0,1.0,1.0,0.0,0.0,Security staff,1.0,2.0,2.0,FRIDAY,11.0,0.0,0.0,0.0,0.0,1.0,1.0,School,,0.6242380579387621,0.5316861425197883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198691,0.0,Cash loans,F,Y,Y,1.0,157500.0,450000.0,23107.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,34.84109589041096,6.36986301369863,-6111.0,-4125.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,Secretaries,3.0,2.0,2.0,THURSDAY,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Government,0.255993047531079,0.5359991291985025,0.5902333386185574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1981.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204693,0.0,Cash loans,F,Y,Y,0.0,207000.0,532345.5,34150.5,481500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,40.04657534246575,0.2547945205479452,-6526.0,-312.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,Sales staff,2.0,1.0,1.0,SATURDAY,12.0,0.0,0.0,0.0,0.0,1.0,1.0,Business Entity Type 2,,0.7351427603833577,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
139042,0.0,Cash loans,F,N,N,0.0,193500.0,848745.0,46174.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.016612,48.83835616438356,0.5506849315068493,-7610.0,-1380.0,,1.0,1.0,0.0,1.0,1.0,0.0,Laborers,1.0,2.0,2.0,SATURDAY,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Kindergarten,0.6835713551454958,0.6201257310621757,0.4206109640437848,,0.0495,0.9767,,,,0.2759,0.1667,,,,0.074,,,,0.0513,0.9767,,,,0.2759,0.1667,,,,0.0771,,,,0.0495,0.9767,,,,0.2759,0.1667,,,,0.0753,,,,,0.085,"Stone, brick",No,3.0,0.0,3.0,0.0,-1257.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238555,0.0,Cash loans,M,Y,Y,1.0,225000.0,900000.0,32017.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,41.14794520547945,2.287671232876712,-830.0,-2500.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,3.0,2.0,2.0,FRIDAY,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,,0.7032301699773443,0.6006575372857061,0.0186,0.0,0.9896,,,0.0,0.1034,0.0417,0.0417,0.0,0.0151,0.0176,0.0,0.0,0.0189,0.0,0.9896,,,0.0,0.1034,0.0417,0.0417,0.0,0.0165,0.0184,0.0,0.0,0.0187,0.0,0.9896,,,0.0,0.1034,0.0417,0.0417,0.0,0.0154,0.018,0.0,0.0,,block of flats,0.0139,"Stone, brick",No,3.0,0.0,3.0,0.0,-662.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
149552,0.0,Cash loans,M,N,Y,0.0,207000.0,1107900.0,35869.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,54.50684931506849,15.252054794520548,-6841.0,-3387.0,,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,2.0,2.0,2.0,THURSDAY,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,0.6323282486858035,0.1893077203857147,0.475849908720221,0.1856,0.0111,0.9901,0.8572,0.0377,0.12,0.1034,0.375,0.4167,0.0982,0.1513,0.1868,0.0,0.0088,0.1891,0.0115,0.9901,0.8628,0.0381,0.1208,0.1034,0.375,0.4167,0.1004,0.1653,0.1946,0.0,0.0093,0.1874,0.0111,0.9901,0.8591,0.038,0.12,0.1034,0.375,0.4167,0.0999,0.1539,0.1901,0.0,0.009,reg oper spec account,block of flats,0.1672,"Stone, brick",No,1.0,0.0,1.0,0.0,-2075.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
221777,0.0,Cash loans,F,N,N,2.0,162000.0,1006920.0,39933.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,27.01095890410959,2.7424657534246575,-862.0,-1503.0,,1.0,1.0,0.0,1.0,0.0,0.0,Core staff,4.0,2.0,2.0,TUESDAY,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Entity Type 3,,0.6753932976847402,0.6263042766749393,0.1485,0.0805,0.9871,0.8164,0.0268,0.16,0.1379,0.3333,0.375,0.1449,0.1202,0.1532,0.0039,0.0009,0.1513,0.0835,0.9871,0.8236,0.027,0.1611,0.1379,0.3333,0.375,0.1482,0.1313,0.1597,0.0039,0.0009,0.1499,0.0805,0.9871,0.8189,0.0269,0.16,0.1379,0.3333,0.375,0.1474,0.1223,0.156,0.0039,0.0009,reg oper account,block of flats,0.1207,Panel,No,0.0,0.0,0.0,0.0,-598.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291382,0.0,Cash loans,F,Y,Y,0.0,90000.0,1078200.0,31653.0,900000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,37.49589041095891,1.1287671232876713,-5735.0,-3271.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,Sales staff,2.0,2.0,2.0,MONDAY,8.0,0.0,0.0,0.0,0.0,1.0,1.0,Business Entity Type 3,,0.6766098329937427,0.2009260877159709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-485.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
255155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155560,0.0,Revolving loans,F,Y,Y,0.0,202500.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.010006,41.706849315068496,5.876712328767123,-2003.0,-2404.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Core staff,2.0,2.0,2.0,SATURDAY,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Kindergarten,,0.7153135369571176,0.3046721837533529,0.3268,0.2138,0.997,0.9592,0.2298,0.36,0.3103,0.3333,0.375,0.2193,0.2631,0.3633,0.0154,0.0497,0.333,0.2219,0.997,0.9608,0.2319,0.3625,0.3103,0.3333,0.375,0.2243,0.2874,0.3785,0.0156,0.0526,0.33,0.2138,0.997,0.9597,0.2312,0.36,0.3103,0.3333,0.375,0.2231,0.2676,0.3698,0.0155,0.0507,reg oper account,block of flats,0.2857,Panel,No,1.0,1.0,1.0,1.0,-361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
114137,0.0,Cash loans,M,Y,Y,0.0,180000.0,135000.0,14670.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,35.47945205479452,2.665753424657534,-1108.0,-3549.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,Laborers,2.0,2.0,2.0,THURSDAY,14.0,0.0,1.0,1.0,0.0,1.0,1.0,Business Entity Type 2,0.6420508287196545,0.2067819496681132,0.4830501881366946,0.3299,0.2837,0.9831,0.7688,0.0638,0.4,0.3448,0.3333,0.375,0.2687,0.2454,0.3383,0.1081,0.4161,0.3361,0.2944,0.9831,0.7779,0.0644,0.4028,0.3448,0.3333,0.375,0.2748,0.2681,0.3524,0.1089,0.4405,0.3331,0.2837,0.9831,0.7719,0.0642,0.4,0.3448,0.3333,0.375,0.2733,0.2497,0.3443,0.1087,0.4248,reg oper account,block of flats,0.3565,"Stone, brick",No,0.0,0.0,0.0,0.0,-1818.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
